"","logFC","logCPM","LR","PValue","FDR"
"FBgn0032126:CG13113",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063626:INE-1{}5565",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063468:INE-1{}5407",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060350:INE-1{}2289",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0004797:mdy",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264996:asRNA:CR44147",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265804:lncRNA:CR44593",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062512:INE-1{}4451",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060022:BS3{}1961",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0003187:qua",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0085196:CG34167",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032269:w-cup",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064195:INE-1{}6134",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0472820_df_nrg:FBtr0472820_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266147:lncRNA:CR44853",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060560:INE-1{}2499",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053743:sncRNA:430q",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019168:jockey{}361",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028533:CG7953",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059673:H{}1612",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032553:CG4480",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0309747_df_nrg:FBtr0309747_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032452:CG15484",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019149:G2{}340",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032131:CG3841",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0472701_df_nrg:FBtr0472701_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264373:lncRNA:CR43825",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265155:asRNA:CR44224",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060707:diver2{}2646",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032304:CG17134",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064147:INE-1{}6086",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053508:ppk13",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011864:tRNA:Gly-GCC-1-6",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062123:INE-1{}4062",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263442:asRNA:CR43465",-9.41143927113891,14.4579315104775,0,1,1
"FBti0015567:Tirant{}475",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051933:CG31933",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0286723:hll",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264997:lncRNA:CR44148",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266327:asRNA:CR44992",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267271:lncRNA:CR45707",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0065096:sncRNA:359",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031758:Ucp4B",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031900:CG13786",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266312:lncRNA:CR44977",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0027094:AlaRS",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028889:tRNA:Leu-TAA-3-1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266218:lncRNA:CR44913",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053738:sncRNA:430l",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031655:Marcal1",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064148:INE-1{}6087",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263847:snRNA:LU",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062976:INE-1{}4915",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062128:INE-1{}4067",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0284084:wg",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019254:gypsy4{}553",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0027929:NimB1",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060389:1360{}2328",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266043:lncRNA:CR44808",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019103:gypsy{}286",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062126:INE-1{}4065",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0040950:Muc26B",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0261697:tctn",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031894:CG4496",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064050:INE-1{}5989",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032087:CG9568",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264439:lncRNA:CR43857",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267425:asRNA:CR45778",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019127:S{}312",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264883:lncRNA:CR44074",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267262:lncRNA:CR45698",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019132:Burdock{}320",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0309698_df_nrg:FBtr0309698_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0286733:snoRNA:Me28S-C2789",-9.41143927113891,14.4579315104775,0,1,1
"FBti0215089:1360{}6310",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053852:His1:CG33852",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267986:lncRNA:CR46253",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031469:CG18558",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263107:mir-bft",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0085339:CG34310",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266072:lncRNA:CR44825",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053899:His4:CG33899",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032154:mtDNA-helicase",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019191:F{}397",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028990:Spn27A",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032645:CG15142",-9.41143927113891,14.4579315104775,0,1,1
"FBti0061563:INE-1{}3502",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053814:His2A:CG33814",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0025881:snoRNA:Me18S-A1576",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267288:lncRNA:CR45724",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266023:lncRNA:CR44788",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053121:Spn28Db",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053816:His1:CG33816",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032421:crok",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267260:lncRNA:CR45696",-9.41143927113891,14.4579315104775,0,1,1
"RR49033_transposable_element:roo{}RR49033",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0309739_df_nrg:FBtr0309739_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264742:CG44000",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265997:lncRNA:CR44772",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053735:sncRNA:430i",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019818:hopper2{}460",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062799:INE-1{}4738",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264340:CG43796",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031969:pes",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265905:lncRNA:CR44694",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032194:ath",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032493:Mabi",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019184:297{}388",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0286892:lncRNA:CR46411",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267266:lncRNA:CR45702",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031596:CG15429",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060156:gypsy8{}2095",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051785:CG31785",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263870:lncRNA:CR43717",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051719:RluA-1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031476:CG8813",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053729:sncRNA:430c",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0005660:Ets21C",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059648:297{}1587",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0041103:nht",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051921:CG31921",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063663:INE-1{}5602",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011832:Ser12",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064212:INE-1{}6151",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031613:HP6",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032086:CG17906",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266798:asRNA:CR45260",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0309600_df_nrg:FBtr0309600_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051679:Tengl3",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053857:His3:CG33857",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019221:baggins{}485",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264086:CG43755",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266321:lncRNA:CR44986",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0304324_df_nrg:FBtr0304324_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031431:CG3515",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051989:Cap-D3",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060388:S{}2327",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0304393_df_nrg:FBtr0304393_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060318:INE-1{}2257",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031850:Tsp",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019110:copia{}293",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053884:His2B:CG33884",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053307:CG33307",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019104:F{}287",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063467:INE-1{}5406",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031630:CG15629",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059701:G2{}1640",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032730:CG10431",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019164:X{}357",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031729:CG12511",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0058439:CG40439",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019142:jockey{}332",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019248:R1A1{}536",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0284082:CG46304",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019213:X{}471",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031442:Prosbeta4R1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031295:CG4375",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051955:CG31955",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265823:lncRNA:CR44612",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262354:CG43052",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0309745_df_nrg:FBtr0309745_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032122:CG31883",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032898:CR9337",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266149:lncRNA:CR44855",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053987:lncRNA:CR33987",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265817:lncRNA:CR44606",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0024920:Ts",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266885:lncRNA:CR45346",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0041336:Cyp6t2Psi",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0004893:bowl",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262239:mir-961",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031610:Paris",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0083036:snoRNA:Psi18S-525c",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063415:INE-1{}5354",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0259965:Sfp35C",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0004407:PolG2",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063581:17.6{}5520",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053300:Muc30E",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060600:1360{}2539",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051876:Cpr30F",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031299:CG4629",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032235:CG5096",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064263:INE-1{}6202",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053834:His1:CG33834",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032896:CG14400",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028909:tRNA:Gln-CTG-4-1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032068:LManV",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031936:CG13794",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032981:CG3635",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265809:lncRNA:CR44598",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064124:INE-1{}6063",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263026:CG43321",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0020880:CG7179",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262374:mir-2b-1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267264:lncRNA:CR45700",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264869:lncRNA:CR44060",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053860:His3:CG33860",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060186:INE-1{}2125",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063621:INE-1{}5560",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032318:CG14072",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060196:INE-1{}2135",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051822:CR31822",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262885:CR43240",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0286734:snoRNA:Me18S-G1506",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262877:CG43232",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032682:grnd",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063612:INE-1{}5551",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031244:CG11601",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265446:lncRNA:CR44346",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060023:1360{}1962",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032211:CG13138",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059795:1360{}1734",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051789:CG31789",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032669:CG15155",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0284415:lncRNA:TS6",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0083023:snoRNA:Psi18S-640d",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0083026:snoRNA:Psi18S-640a",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028887:CG3491",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0016054:phr6-4",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263582:lncRNA:CR43607",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064054:INE-1{}5993",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032117:FucTB",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266326:lncRNA:CR44991",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031494:CG17219",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0261531:CG42659",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060677:invader1{}2616",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032313:CG14070",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063491:INE-1{}5430",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031288:CG13949",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0086036:snoRNA:Me18S-A934",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019245:S{}532",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064187:INE-1{}6126",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0011865:tRNA:Gly-GCC-1-7",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263564:mir-4914",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265829:lncRNA:CR44618",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051792:CG31792",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0472744_df_nrg:FBtr0472744_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053727:sncRNA:430a",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263765:lncRNA:CR43682",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266213:lncRNA:CR44908",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064046:INE-1{}5985",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0000052:Pfas",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0041250:Gr21a",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063799:INE-1{}5738",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262510:CR43080",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062913:Dm88{}4852",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0304428_df_nrg:FBtr0304428_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062269:INE-1{}4208",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032178:Spn31A",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263568:mir-4946",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0259960:CG42470",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060414:gypsy4{}2353",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263234:Phae1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0001301:kel",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265607:beat-IIIa",-9.41143927113891,14.4579315104775,0,1,1
"FBti0215377:Max{}6605",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264547:asRNA:CR43926",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051946:tRNA:Arg-TCT-3-1",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032522:CG16848",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019826:FB{}480",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062819:INE-1{}4758",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060334:INE-1{}2273",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053736:sncRNA:430j",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264346:lncRNA:CR43802",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0000588:esc",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263561:mir-4984",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266840:lncRNA:CR45302",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0086035:snoRNA:Me18S-G642",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264345:lncRNA:CR43801",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028534:CG7916",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051730:CG31730",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031409:CG4271",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019749:297{}294",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266030:lncRNA:CR44795",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262814:CG43185",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031428:CG9886",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028903:CG13243",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265993:lncRNA:CR44768",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0304326_df_nrg:FBtr0304326_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0250817:lncRNA:CR40465",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031283:CG15880",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267327:Acp33A",-9.41143927113891,14.4579315104775,0,1,1
"FBti0064197:INE-1{}6136",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266878:lncRNA:CR45339",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060285:INE-1{}2224",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060617:Cr1a{}2556",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266162:lncRNA:CR44868",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032376:Tsp33B",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0000320:eya",-9.41143927113891,14.4579315104775,0,1,1
"FBti0062749:hopper{}4688",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019197:Tc1{}403",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059776:diver2{}1715",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032563:CG15258",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264743:CG44001",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032364:CG4970",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265819:lncRNA:CR44608",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028950:CG15255",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031220:CG4822",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032471:CG5122",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032588:CG5968",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019135:297{}323",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019878:Bari2{}574",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051870:CG31870",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264990:CG44141",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051958:CR31958",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063464:INE-1{}5403",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264083:lncRNA:CR43752",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0005664:Crys",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263469:snoRNA:SC35-b",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051867:CG31867",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266356:lncRNA:CR45004",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264543:CG43922",-9.41143927113891,14.4579315104775,0,1,1
"FBti0215311:H{}6533",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265992:lncRNA:CR44767",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019876:1360{}569",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028858:CG10839",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266795:asRNA:CR45257",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262599:SmydA-3",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0031422:PIG-Wa",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0264434:lncRNA:CR43852",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0041719:snRNA:U4:25F",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053510:CG33510",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0004872:piwi",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019874:transib3{}567",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267282:lncRNA:CR45718",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032370:CG12307",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060352:INE-1{}2291",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028901:t-Grip91",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0032260:CG13144",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0028896:CG17329",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0266328:lncRNA:CR44993",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0051924:CG31924",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053509:CG33509",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019787:G5{}429",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0058006:CG40006",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263328:lncRNA:CR43409",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0267441:lncRNA:CR45791",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0262452:mir-79",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0263458:snoRNA:CG43051-a",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0012017:tRNA:Tyr-GTA-1-2",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0265677:lncRNA:CR44484",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063481:INE-1{}5420",-9.41143927113891,14.4579315104775,0,1,1
"FBtr0304488_df_nrg:FBtr0304488_df_nrg",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0053318:CR33318",-9.41143927113891,14.4579315104775,0,1,1
"FBti0059794:Doc{}1733",-9.41143927113891,14.4579315104775,0,1,1
"FBti0019236:Burdock{}514",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0259957:CG42467",-9.41143927113891,14.4579315104775,0,1,1
"FBgn0042175:CG18858",-9.41143927113891,14.4579315104775,0,1,1
"FBti0060210:INE-1{}2149",-9.41143927113891,14.4579315104775,0,1,1
"FBti0063461:INE-1{}5400",-9.41143927113891,14.4579315104775,0,1,1
