"Gene","PValue","logFC"
"FBgn0259949:Sfp23F",1,-16.6096404744368
"FBgn0265687:lncRNA:CR44494",1,-16.6096404744368
"FBti0019100:roo{}283",1,-11.2144187970452
"FBgn0264950:asRNA:CR44119",1,-16.6096404744368
"FBgn0266322:asRNA:CR44987",1,-16.6096404744368
"FBti0064049:INE-1{}5988",1,-16.6096404744368
"FBgn0086856:CG11555",1,-8.65831025799077
"RR48945_transposable_element:GATE{}RR48945",1,-16.6096404744368
"FBgn0287617:asRNA:CR46486",1,-16.6096404744368
"FBgn0051820:CG31820",1,-16.6096404744368
"FBgn0002856:Acp26Ab",1,-16.6096404744368
"FBgn0263585:CG43610",1,-16.6096404744368
"FBti0019185:HMS-Beagle{}390",1,-16.6096404744368
"FBgn0266892:lncRNA:CR45352",1,-16.6096404744368
"FBti0019188:pogo{}393",1,-16.6096404744368
"FBgn0031879:uif",1,-11.2144187970452
"FBgn0265002:CG44153",0.705206959060865,-5.8907052339932
"FBgn0266796:lncRNA:CR45258",1,-16.6096404744368
"FBgn0031458:aph-1",1,-8.07529202913998
"FBgn0267279:asRNA:CR45715",1,-16.6096404744368
"FBgn0004394:pdm2",1,-11.2144187970452
"FBgn0265543:lncRNA:CR44393",1,-16.6096404744368
"FBgn0051617:His1:CG31617",1,-16.6096404744368
"FBgn0052831:CG33695",1,-9.24036125502743
"FBgn0085209:CG34180",1,-16.6096404744368
"FBti0062013:INE-1{}3952",1,-16.6096404744368
"FBgn0031696:Bub1",1,-16.6096404744368
"FBgn0265679:lncRNA:CR44486",1,-16.6096404744368
"FBgn0051912:asRNA:CR31912",1,-16.6096404744368
"FBgn0032168:CG13126",1,-10.2316618330772
"FBtr0309607_df_nrg:FBtr0309607_df_nrg",1,-16.6096404744368
"FBti0060580:Idefix{}2519",1,-16.6096404744368
"FBti0019833:Idefix{}496",1,-16.6096404744368
"FBti0064137:INE-1{}6076",1,-16.6096404744368
"FBti0060030:1360{}1969",1,-16.6096404744368
"FBgn0032442:Nepl7",1,-16.6096404744368
"FBgn0004419:me31B",1,-7.0772389247769
"FBgn0028857:CG12448",1,-16.6096404744368
"FBgn0261358:CG42635",1,-16.6096404744368
"FBgn0262200:mir-962",1,-16.6096404744368
"FBgn0283659:THG",1,-9.65249311449712
"FBgn0041789:Pax",1,-8.92017935717114
"FBgn0264867:lncRNA:CR44058",1,-16.6096404744368
"FBgn0262453:mir-275",1,-16.6096404744368
"FBgn0032010:CG8086",1,-11.2144187970452
"FBgn0011202:dia",1,-11.2144187970452
"FBgn0031392:AIF",1,-11.2144187970452
"FBgn0267993:lncRNA:CR46260",1,-16.6096404744368
"FBgn0267976:Tim23",0.94668903026228,-5.75648022962831
"FBgn0266869:asRNA:CR45330",1,-16.6096404744368
"FBgn0266330:asRNA:CR44995",1,-16.6096404744368
"FBgn0261349:Mst36Fb",1,-16.6096404744368
"FBgn0032509:CG6523",1,-7.15958648893902
"FBgn0261357:CG42634",1,-16.6096404744368
"FBti0019799:1360{}441",1,-16.6096404744368
"FBti0059814:INE-1{}1753",1,-16.6096404744368
"FBti0062119:INE-1{}4058",1,-16.6096404744368
"FBti0059744:mdg3{}1683",1,-16.6096404744368
"FBgn0051702:tplus3a",1,-16.6096404744368
"FBgn0032065:CG12438",1,-16.6096404744368
"FBgn0032824:CG13962",1,-16.6096404744368
"FBgn0032348:CG4751",1,-11.2144187970452
"FBgn0031660:mRpL28",0.982438337494537,-6.11882749311455
"FBgn0031444:Trf4",1,-16.6096404744368
"FBgn0031757:Ucp4C",1,-16.6096404744368
"FBgn0265680:lncRNA:CR44487",1,-16.6096404744368
"FBti0063652:INE-1{}5591",1,-16.6096404744368
"FBgn0011259:Sema1a",0.606841852501956,-5.0588079439096
"FBgn0041092:tai",0.151049016705793,-4.61940217726729
"FBgn0266003:lncRNA:CR44777",1,-16.6096404744368
"FBgn0040232:cmet",1,-16.6096404744368
"FBti0063504:INE-1{}5443",1,-16.6096404744368
"FBgn0040968:CG14933",1,-16.6096404744368
"FBti0060302:invader4{}2241",1,-16.6096404744368
"FBti0062153:INE-1{}4092",1,-16.6096404744368
"FBgn0032281:CG17107",1,-16.6096404744368
"FBgn0263338:lncRNA:CR43419",1,-16.6096404744368
"FBgn0011705:rost",1,-16.6096404744368
"FBti0064167:INE-1{}6106",1,-16.6096404744368
"FBgn0051668:CG31668",1,-16.6096404744368
"FBgn0263085:lncRNA:CR43353",1,-16.6096404744368
"FBgn0032126:CG13113",1,-16.6096404744368
"FBti0063626:INE-1{}5565",1,-16.6096404744368
"FBti0063468:INE-1{}5407",1,-16.6096404744368
"FBti0060350:INE-1{}2289",1,-16.6096404744368
"FBgn0004797:mdy",1,-16.6096404744368
"FBgn0032242:CG5355",1,-8.43675077520343
"FBgn0264996:asRNA:CR44147",1,-16.6096404744368
"FBgn0265804:lncRNA:CR44593",1,-16.6096404744368
"FBti0062512:INE-1{}4451",1,-16.6096404744368
"FBti0060022:BS3{}1961",1,-16.6096404744368
"FBgn0031318:CG4887",1,-9.65249311449712
"FBgn0032590:CG4631",1,-11.2144187970452
"FBgn0003187:qua",1,-16.6096404744368
"FBgn0085196:CG34167",1,-16.6096404744368
"FBgn0032269:w-cup",1,-16.6096404744368
"FBti0064195:INE-1{}6134",1,-16.6096404744368
"FBtr0472820_df_nrg:FBtr0472820_df_nrg",1,-16.6096404744368
"FBgn0026147:TTLL4A",1,-8.43675077520343
"FBgn0032153:CG4537",1,-10.2316618330772
"FBgn0266147:lncRNA:CR44853",1,-16.6096404744368
"FBti0060560:INE-1{}2499",1,-16.6096404744368
"FBgn0053743:sncRNA:430q",1,-16.6096404744368
"FBti0019168:jockey{}361",1,-16.6096404744368
"FBgn0028533:CG7953",1,-16.6096404744368
"FBti0059673:H{}1612",1,-16.6096404744368
"FBgn0032553:CG4480",1,-16.6096404744368
"FBtr0309747_df_nrg:FBtr0309747_df_nrg",1,-16.6096404744368
"FBgn0032452:CG15484",1,-16.6096404744368
"FBgn0051793:CG31793",1,-10.2316618330772
"FBgn0000464:Lar",0.822341102767672,-4.4286237698033
"FBgn0051852:Tap42",1,-8.92017935717114
"FBti0019149:G2{}340",1,-16.6096404744368
"FBgn0032131:CG3841",1,-16.6096404744368
"FBtr0472701_df_nrg:FBtr0472701_df_nrg",1,-16.6096404744368
"FBgn0264373:lncRNA:CR43825",1,-16.6096404744368
"FBgn0267927:lncRNA:CR46208",1,-11.2144187970452
"FBgn0265155:asRNA:CR44224",1,-16.6096404744368
"FBti0060707:diver2{}2646",1,-16.6096404744368
"FBgn0032304:CG17134",1,-16.6096404744368
"FBti0064147:INE-1{}6086",1,-16.6096404744368
"FBgn0016075:vkg",0.505704207674635,-8.65831025799077
"FBgn0053508:ppk13",1,-16.6096404744368
"FBgn0011864:tRNA:Gly-GCC-1-6",1,-16.6096404744368
"FBgn0286027:Rnmt",1,-9.24036125502743
"FBti0062123:INE-1{}4062",1,-16.6096404744368
"FBgn0263442:asRNA:CR43465",1,-16.6096404744368
"FBti0015567:Tirant{}475",1,-16.6096404744368
"FBgn0051933:CG31933",1,-16.6096404744368
"FBgn0286723:hll",1,-16.6096404744368
"FBgn0010265:RpS13",0.535885968319548,-3.74112588477098
"FBgn0264997:lncRNA:CR44148",1,-16.6096404744368
"FBgn0266327:asRNA:CR44992",1,-16.6096404744368
"FBgn0267271:lncRNA:CR45707",1,-16.6096404744368
"FBgn0065096:sncRNA:359",1,-16.6096404744368
"FBgn0031758:Ucp4B",1,-16.6096404744368
"FBgn0031478:CG8814",1,-7.43925248012113
"FBgn0031900:CG13786",1,-16.6096404744368
"FBgn0032000:CG8372",1,-6.99933895378183
"FBgn0266312:lncRNA:CR44977",1,-16.6096404744368
"FBgn0027094:AlaRS",1,-16.6096404744368
"FBgn0028889:tRNA:Leu-TAA-3-1",1,-16.6096404744368
"FBgn0270924:zf30C",1,-8.92017935717114
"FBgn0266218:lncRNA:CR44913",1,-16.6096404744368
"FBgn0032398:CG6766",1,-9.24036125502743
"FBgn0264922:Sumo",0.841151659246298,-4.89113327752592
"FBgn0053738:sncRNA:430l",1,-16.6096404744368
"FBgn0031655:Marcal1",1,-16.6096404744368
"FBti0064148:INE-1{}6087",1,-16.6096404744368
"FBgn0263847:snRNA:LU",1,-16.6096404744368
"FBti0062976:INE-1{}4915",1,-16.6096404744368
"FBgn0041097:robo3",1,-8.43675077520343
"FBti0062128:INE-1{}4067",1,-16.6096404744368
"FBgn0284084:wg",1,-16.6096404744368
"FBti0019254:gypsy4{}553",1,-16.6096404744368
"FBgn0027929:NimB1",1,-16.6096404744368
"FBti0060389:1360{}2328",1,-16.6096404744368
"FBgn0266043:lncRNA:CR44808",1,-16.6096404744368
"FBti0019103:gypsy{}286",1,-16.6096404744368
"FBti0062126:INE-1{}4065",1,-16.6096404744368
"FBgn0019830:colt",1,-10.2316618330772
"FBgn0040950:Muc26B",1,-16.6096404744368
"FBgn0261697:tctn",1,-16.6096404744368
"FBgn0032799:Dpm1",0.248054021438773,-8.92017935717114
"FBgn0031894:CG4496",1,-16.6096404744368
"FBti0064050:INE-1{}5989",1,-16.6096404744368
"FBgn0032087:CG9568",1,-16.6096404744368
"FBgn0264439:lncRNA:CR43857",1,-16.6096404744368
"FBgn0267425:asRNA:CR45778",1,-16.6096404744368
"FBgn0001994:crp",1,-7.92367810469449
"FBti0019127:S{}312",1,-16.6096404744368
"FBgn0264883:lncRNA:CR44074",1,-16.6096404744368
"FBgn0267262:lncRNA:CR45698",1,-16.6096404744368
"FBti0019132:Burdock{}320",1,-16.6096404744368
"FBtr0309698_df_nrg:FBtr0309698_df_nrg",1,-16.6096404744368
"FBgn0286733:snoRNA:Me28S-C2789",1,-16.6096404744368
"FBti0215089:1360{}6310",1,-16.6096404744368
"FBgn0053852:His1:CG33852",1,-16.6096404744368
"FBgn0267986:lncRNA:CR46253",1,-16.6096404744368
"FBgn0031469:CG18558",1,-16.6096404744368
"FBgn0263107:mir-bft",1,-16.6096404744368
"FBgn0085339:CG34310",1,-16.6096404744368
"FBgn0266072:lncRNA:CR44825",1,-16.6096404744368
"FBgn0031631:CG3225",1,-10.2316618330772
"FBgn0053899:His4:CG33899",1,-16.6096404744368
"FBgn0032154:mtDNA-helicase",1,-16.6096404744368
"FBti0019191:F{}397",1,-16.6096404744368
"FBgn0028990:Spn27A",1,-16.6096404744368
"FBgn0032645:CG15142",1,-16.6096404744368
"FBti0061563:INE-1{}3502",1,-16.6096404744368
"FBgn0053814:His2A:CG33814",1,-16.6096404744368
"FBgn0025881:snoRNA:Me18S-A1576",1,-16.6096404744368
"FBgn0027592:MED15",1,-10.2316618330772
"FBgn0015797:Rab6",1,-7.66122764926626
"FBgn0032346:Csl4",1,-8.07529202913998
"FBgn0267288:lncRNA:CR45724",1,-16.6096404744368
"FBgn0002525:Lam",1,-8.65831025799077
"FBgn0266023:lncRNA:CR44788",1,-16.6096404744368
"FBgn0053121:Spn28Db",1,-16.6096404744368
"FBgn0053816:His1:CG33816",1,-16.6096404744368
"FBgn0032421:crok",1,-16.6096404744368
"FBgn0267260:lncRNA:CR45696",1,-16.6096404744368
"RR49033_transposable_element:roo{}RR49033",1,-16.6096404744368
"FBtr0309739_df_nrg:FBtr0309739_df_nrg",1,-16.6096404744368
"FBgn0015772:Nak",1,-9.65249311449712
"FBgn0264742:CG44000",1,-16.6096404744368
"FBgn0265262:Vha68-1",0.575571944562075,-3.36632161781542
"FBgn0265997:lncRNA:CR44772",1,-16.6096404744368
"FBgn0053735:sncRNA:430i",1,-16.6096404744368
"FBti0019818:hopper2{}460",1,-16.6096404744368
"FBgn0031952:cdc14",1,-6.38992209657714
"FBti0062799:INE-1{}4738",1,-16.6096404744368
"FBti0060330:HB{}2269",1,-11.2144187970452
"FBgn0031703:Acsf2",1,-10.2316618330772
"FBgn0264340:CG43796",1,-16.6096404744368
"FBgn0053882:His2B:CG33882",1,-11.2144187970452
"FBgn0266521:stai",0.2829004852556,-3.59072814282401
"FBgn0031969:pes",1,-16.6096404744368
"FBgn0265905:lncRNA:CR44694",1,-16.6096404744368
"FBgn0032194:ath",1,-16.6096404744368
"FBgn0031684:ND-13A",0.115930461267152,-4.05904839882993
"FBgn0031389:CG4259",1,-11.2144187970452
"FBgn0032493:Mabi",1,-16.6096404744368
"FBti0019184:297{}388",1,-16.6096404744368
"FBgn0286892:lncRNA:CR46411",1,-16.6096404744368
"FBgn0267266:lncRNA:CR45702",1,-16.6096404744368
"FBgn0031596:CG15429",1,-16.6096404744368
"FBti0060156:gypsy8{}2095",1,-16.6096404744368
"FBgn0051785:CG31785",1,-16.6096404744368
"FBgn0263870:lncRNA:CR43717",1,-16.6096404744368
"FBgn0051719:RluA-1",1,-16.6096404744368
"FBgn0031476:CG8813",1,-16.6096404744368
"FBgn0032857:CG10947",1,-8.65831025799077
"FBgn0053729:sncRNA:430c",1,-16.6096404744368
"FBgn0005660:Ets21C",1,-16.6096404744368
"FBgn0028375:heix",1,-11.2144187970452
"FBti0059648:297{}1587",1,-16.6096404744368
"FBgn0041103:nht",1,-16.6096404744368
"FBgn0051921:CG31921",1,-16.6096404744368
"FBti0063663:INE-1{}5602",1,-16.6096404744368
"FBgn0086907:Cyt-c-d",1,-11.2144187970452
"FBgn0011832:Ser12",1,-16.6096404744368
"FBti0064212:INE-1{}6151",1,-16.6096404744368
"FBgn0031613:HP6",1,-16.6096404744368
"FBgn0032086:CG17906",1,-16.6096404744368
"FBgn0266798:asRNA:CR45260",1,-16.6096404744368
"FBtr0309600_df_nrg:FBtr0309600_df_nrg",1,-16.6096404744368
"FBgn0051679:Tengl3",1,-16.6096404744368
"FBgn0053857:His3:CG33857",1,-16.6096404744368
"FBti0019221:baggins{}485",1,-16.6096404744368
"FBgn0264086:CG43755",1,-16.6096404744368
"FBgn0266321:lncRNA:CR44986",1,-16.6096404744368
"FBgn0051810:CG31810",1,-11.2144187970452
"FBtr0304324_df_nrg:FBtr0304324_df_nrg",1,-16.6096404744368
"FBgn0031431:CG3515",1,-16.6096404744368
"FBgn0051989:Cap-D3",1,-16.6096404744368
"FBti0060388:S{}2327",1,-16.6096404744368
"FBgn0026577:CG8677",1,-6.66268856020116
"FBtr0304393_df_nrg:FBtr0304393_df_nrg",1,-16.6096404744368
"FBti0060318:INE-1{}2257",1,-16.6096404744368
"FBgn0031850:Tsp",1,-16.6096404744368
"FBgn0031710:Vps52",1,-11.2144187970452
"FBti0019110:copia{}293",1,-16.6096404744368
"FBgn0053884:His2B:CG33884",1,-16.6096404744368
"FBgn0001202:hook",1,-6.4405049612431
"FBgn0053307:CG33307",1,-16.6096404744368
"FBgn0032863:Cdc23",1,-11.2144187970452
"FBgn0261647:Axud1",1,-9.65249311449712
"FBti0019104:F{}287",1,-16.6096404744368
"FBti0063467:INE-1{}5406",1,-16.6096404744368
"FBgn0031630:CG15629",1,-16.6096404744368
"FBgn0032974:CG3651",1,-11.2144187970452
"FBti0059701:G2{}1640",1,-16.6096404744368
"FBgn0032730:CG10431",1,-16.6096404744368
"FBti0019164:X{}357",1,-16.6096404744368
"FBgn0031729:CG12511",1,-16.6096404744368
"FBgn0040070:Trx-2",7.07070000205814e-05,-4.70957710824102
"FBgn0024248:chico",1,-10.2316618330772
"FBgn0058439:CG40439",1,-16.6096404744368
"FBti0019142:jockey{}332",1,-16.6096404744368
"FBti0019248:R1A1{}536",1,-16.6096404744368
"FBgn0266002:lncRNA:CR44776",1,-11.2144187970452
"FBgn0284082:CG46304",1,-16.6096404744368
"FBti0019213:X{}471",1,-16.6096404744368
"FBgn0031442:Prosbeta4R1",1,-16.6096404744368
"FBgn0031295:CG4375",1,-16.6096404744368
"FBgn0051955:CG31955",1,-16.6096404744368
"FBgn0265823:lncRNA:CR44612",1,-16.6096404744368
"FBgn0051690:CG31690",1,-8.24473071691295
"FBgn0262354:CG43052",1,-16.6096404744368
"FBtr0309745_df_nrg:FBtr0309745_df_nrg",1,-16.6096404744368
"FBgn0032122:CG31883",1,-16.6096404744368
"FBgn0032898:CR9337",1,-16.6096404744368
"FBgn0266149:lncRNA:CR44855",1,-16.6096404744368
"FBgn0053987:lncRNA:CR33987",1,-16.6096404744368
"FBgn0265817:lncRNA:CR44606",1,-16.6096404744368
"FBgn0024920:Ts",1,-16.6096404744368
"FBgn0266885:lncRNA:CR45346",1,-16.6096404744368
"FBgn0041336:Cyp6t2Psi",1,-16.6096404744368
"FBgn0004893:bowl",1,-16.6096404744368
"FBgn0262239:mir-961",1,-16.6096404744368
"FBgn0031610:Paris",1,-16.6096404744368
"FBgn0031996:CG8460",1,-10.2316618330772
"FBgn0015808:ScpX",1,-9.65249311449712
"FBgn0083036:snoRNA:Psi18S-525c",1,-16.6096404744368
"FBti0063415:INE-1{}5354",1,-16.6096404744368
"FBgn0259965:Sfp35C",1,-16.6096404744368
"FBgn0004407:PolG2",1,-16.6096404744368
"FBti0063581:17.6{}5520",1,-16.6096404744368
"FBgn0053300:Muc30E",1,-16.6096404744368
"FBgn0011230:poe",1,-8.43675077520343
"FBti0060600:1360{}2539",1,-16.6096404744368
"FBgn0051876:Cpr30F",1,-16.6096404744368
"FBgn0031544:CG17593",1,-6.99933895378183
"FBgn0040010:CG17493",0.966974351885325,-5.2041873829938
"FBgn0031299:CG4629",1,-16.6096404744368
"FBgn0025686:Amnionless",1,-11.2144187970452
"FBgn0032681:CG10283",1,-9.65249311449712
"FBgn0264895:RapGAP1",0.595222956076903,-5.11932887728759
"FBgn0032235:CG5096",1,-16.6096404744368
"FBgn0012036:Aldh",1,-9.24036125502743
"FBti0064263:INE-1{}6202",1,-16.6096404744368
"FBgn0031450:Hrs",1,-10.2316618330772
"FBgn0053834:His1:CG33834",1,-16.6096404744368
"FBgn0032896:CG14400",1,-16.6096404744368
"FBgn0028909:tRNA:Gln-CTG-4-1",1,-16.6096404744368
"FBgn0032068:LManV",1,-16.6096404744368
"FBgn0031936:CG13794",1,-16.6096404744368
"FBgn0024734:PRL-1",1,-9.65249311449712
"FBgn0032981:CG3635",1,-16.6096404744368
"FBgn0004507:GlyP",0.872217943719216,-6.07821335872265
"FBgn0265809:lncRNA:CR44598",1,-16.6096404744368
"FBti0064124:INE-1{}6063",1,-16.6096404744368
"FBgn0263026:CG43321",1,-16.6096404744368
"FBgn0020880:CG7179",1,-16.6096404744368
"FBgn0262374:mir-2b-1",1,-16.6096404744368
"FBgn0267264:lncRNA:CR45700",1,-16.6096404744368
"FBgn0264869:lncRNA:CR44060",1,-16.6096404744368
"FBgn0053860:His3:CG33860",1,-16.6096404744368
"FBti0060186:INE-1{}2125",1,-16.6096404744368
"FBgn0015400:kek2",1,-5.54799860031202
"FBti0063621:INE-1{}5560",1,-16.6096404744368
"FBgn0032318:CG14072",1,-16.6096404744368
"FBti0060196:INE-1{}2135",1,-16.6096404744368
"FBgn0051822:CR31822",1,-16.6096404744368
"FBgn0262885:CR43240",1,-16.6096404744368
"FBgn0286734:snoRNA:Me18S-G1506",1,-16.6096404744368
"FBgn0262877:CG43232",1,-16.6096404744368
"FBgn0032682:grnd",1,-16.6096404744368
"FBti0063612:INE-1{}5551",1,-16.6096404744368
"FBgn0031244:CG11601",1,-16.6096404744368
"FBgn0265446:lncRNA:CR44346",1,-16.6096404744368
"FBti0060023:1360{}1962",1,-16.6096404744368
"FBgn0032211:CG13138",1,-16.6096404744368
"FBgn0019890:Smg5",1,-9.24036125502743
"FBti0059795:1360{}1734",1,-16.6096404744368
"FBgn0016930:Dyrk2",1,-7.0772389247769
"FBgn0051789:CG31789",1,-16.6096404744368
"FBgn0032669:CG15155",1,-16.6096404744368
"FBgn0284415:lncRNA:TS6",1,-16.6096404744368
"FBgn0083023:snoRNA:Psi18S-640d",1,-16.6096404744368
"FBgn0083026:snoRNA:Psi18S-640a",1,-16.6096404744368
"FBgn0031566:CG2818",1,-8.65831025799077
"FBgn0031997:PGAP5",1,-8.65831025799077
"FBgn0028887:CG3491",1,-16.6096404744368
"FBgn0016054:phr6-4",1,-16.6096404744368
"FBgn0263582:lncRNA:CR43607",1,-16.6096404744368
"FBti0064054:INE-1{}5993",1,-16.6096404744368
"FBgn0032117:FucTB",1,-16.6096404744368
"FBgn0266326:lncRNA:CR44991",1,-16.6096404744368
"FBgn0031494:CG17219",1,-16.6096404744368
"FBgn0261531:CG42659",1,-16.6096404744368
"FBti0060677:invader1{}2616",1,-16.6096404744368
"FBgn0032313:CG14070",1,-16.6096404744368
"FBti0063491:INE-1{}5430",1,-16.6096404744368
"FBgn0015803:RtGEF",1,-10.2316618330772
"FBgn0086130:Dbp21E2",1,-11.2144187970452
"FBgn0031288:CG13949",1,-16.6096404744368
"FBgn0086036:snoRNA:Me18S-A934",1,-16.6096404744368
"FBgn0010612:ATPsynG",0.0427089384866116,-2.79368619258061
"FBti0019245:S{}532",1,-16.6096404744368
"FBti0064187:INE-1{}6126",1,-16.6096404744368
"FBgn0011865:tRNA:Gly-GCC-1-7",1,-16.6096404744368
"FBgn0263564:mir-4914",1,-16.6096404744368
"FBgn0265829:lncRNA:CR44618",1,-16.6096404744368
"FBgn0051792:CG31792",1,-16.6096404744368
"FBtr0472744_df_nrg:FBtr0472744_df_nrg",1,-16.6096404744368
"FBgn0053727:sncRNA:430a",1,-16.6096404744368
"FBgn0263765:lncRNA:CR43682",1,-16.6096404744368
"FBgn0262872:milt",0.956396802641117,-6.49292597355207
"FBgn0266213:lncRNA:CR44908",1,-16.6096404744368
"FBti0064046:INE-1{}5985",1,-16.6096404744368
"FBgn0000052:Pfas",1,-16.6096404744368
"FBgn0041250:Gr21a",1,-16.6096404744368
"FBti0063799:INE-1{}5738",1,-16.6096404744368
"FBgn0262510:CR43080",1,-16.6096404744368
"FBti0062913:Dm88{}4852",1,-16.6096404744368
"FBtr0304428_df_nrg:FBtr0304428_df_nrg",1,-16.6096404744368
"FBti0062269:INE-1{}4208",1,-16.6096404744368
"FBgn0032178:Spn31A",1,-16.6096404744368
"FBgn0263568:mir-4946",1,-16.6096404744368
"FBgn0053116:CG33116",1,-9.24036125502743
"FBgn0259960:CG42470",1,-16.6096404744368
"FBti0060414:gypsy4{}2353",1,-16.6096404744368
"FBgn0263234:Phae1",1,-16.6096404744368
"FBgn0001301:kel",1,-16.6096404744368
"FBgn0265607:beat-IIIa",1,-16.6096404744368
"FBgn0067779:dbr",1,-10.2316618330772
"FBti0215377:Max{}6605",1,-16.6096404744368
"FBgn0264547:asRNA:CR43926",1,-16.6096404744368
"FBgn0051946:tRNA:Arg-TCT-3-1",1,-16.6096404744368
"FBgn0032522:CG16848",1,-16.6096404744368
"FBti0019826:FB{}480",1,-16.6096404744368
"FBti0062819:INE-1{}4758",1,-16.6096404744368
"FBgn0032465:Yip1d1",1,-7.33988374124203
"FBti0060334:INE-1{}2273",1,-16.6096404744368
"FBgn0053736:sncRNA:430j",1,-16.6096404744368
"FBgn0263256:CG43394",1,-11.2144187970452
"FBgn0031419:CG15390",1,-9.65249311449712
"FBgn0264346:lncRNA:CR43802",1,-16.6096404744368
"FBgn0000588:esc",1,-16.6096404744368
"FBgn0032017:CG7810",1,-7.66122764926626
"FBgn0263561:mir-4984",1,-16.6096404744368
"FBgn0266840:lncRNA:CR45302",1,-16.6096404744368
"FBgn0051716:Cnot4",1,-7.92367810469449
"FBgn0086035:snoRNA:Me18S-G642",1,-16.6096404744368
"FBgn0264345:lncRNA:CR43801",1,-16.6096404744368
"FBgn0032048:Dh31",0.122894348166188,-4.5905543366276
"FBgn0028534:CG7916",1,-16.6096404744368
"FBgn0051730:CG31730",1,-16.6096404744368
"FBgn0031409:CG4271",1,-16.6096404744368
"FBti0019749:297{}294",1,-16.6096404744368
"FBgn0266030:lncRNA:CR44795",1,-16.6096404744368
"FBgn0262814:CG43185",1,-16.6096404744368
"FBgn0031428:CG9886",1,-16.6096404744368
"FBgn0028903:CG13243",1,-16.6096404744368
"FBgn0011207:pelo",1,-10.2316618330772
"FBgn0265993:lncRNA:CR44768",1,-16.6096404744368
"FBtr0304326_df_nrg:FBtr0304326_df_nrg",1,-16.6096404744368
"FBgn0250817:lncRNA:CR40465",1,-16.6096404744368
"FBgn0051637:CG31637",1,-7.66122764926626
"FBgn0031283:CG15880",1,-16.6096404744368
"FBgn0032614:CG13284",1,-8.92017935717114
"FBgn0267327:Acp33A",1,-16.6096404744368
"FBgn0262743:Fs(2)Ket",1,-7.78649307004617
"FBgn0032889:CG9331",1,-11.2144187970452
"FBgn0003141:pr",1,-8.92017935717114
"FBti0064197:INE-1{}6136",1,-16.6096404744368
"FBgn0054003:NimB3",1,-10.2316618330772
"FBgn0266878:lncRNA:CR45339",1,-16.6096404744368
"FBti0060285:INE-1{}2224",1,-16.6096404744368
"FBti0060617:Cr1a{}2556",1,-16.6096404744368
"FBgn0266162:lncRNA:CR44868",1,-16.6096404744368
"FBgn0041781:SCAR",1,-7.92367810469449
"FBgn0031530:Pgant2",1,-8.07529202913998
"FBgn0032376:Tsp33B",1,-16.6096404744368
"FBgn0000320:eya",1,-16.6096404744368
"FBti0062749:hopper{}4688",1,-16.6096404744368
"FBti0019197:Tc1{}403",1,-16.6096404744368
"FBti0059776:diver2{}1715",1,-16.6096404744368
"FBgn0032563:CG15258",1,-16.6096404744368
"FBgn0032205:CG4957",1,-8.07529202913998
"FBgn0025724:beta'COP",1,-8.65831025799077
"FBgn0264743:CG44001",1,-16.6096404744368
"FBgn0032364:CG4970",1,-16.6096404744368
"FBgn0265819:lncRNA:CR44608",1,-16.6096404744368
"FBgn0028950:CG15255",1,-16.6096404744368
"FBgn0032877:CG2617",1,-11.2144187970452
"FBgn0031220:CG4822",1,-16.6096404744368
"FBgn0032471:CG5122",1,-16.6096404744368
"FBgn0032588:CG5968",1,-16.6096404744368
"FBti0019135:297{}323",1,-16.6096404744368
"FBti0019878:Bari2{}574",1,-16.6096404744368
"FBgn0051870:CG31870",1,-16.6096404744368
"FBgn0264990:CG44141",1,-16.6096404744368
"FBgn0051958:CR31958",1,-16.6096404744368
"FBti0063464:INE-1{}5403",1,-16.6096404744368
"FBgn0264083:lncRNA:CR43752",1,-16.6096404744368
"FBgn0005664:Crys",1,-16.6096404744368
"FBgn0263469:snoRNA:SC35-b",1,-16.6096404744368
"FBgn0264432:CG43850",1,-11.2144187970452
"FBgn0051867:CG31867",1,-16.6096404744368
"FBgn0266356:lncRNA:CR45004",1,-16.6096404744368
"FBgn0264543:CG43922",1,-16.6096404744368
"FBti0215311:H{}6533",1,-16.6096404744368
"FBgn0265992:lncRNA:CR44767",1,-16.6096404744368
"FBti0019876:1360{}569",1,-16.6096404744368
"FBgn0053113:Rtnl1",0.926138159611446,-3.77318275884474
"FBgn0028858:CG10839",1,-16.6096404744368
"FBgn0266795:asRNA:CR45257",1,-16.6096404744368
"FBgn0262599:SmydA-3",1,-16.6096404744368
"FBgn0031422:PIG-Wa",1,-16.6096404744368
"FBgn0264434:lncRNA:CR43852",1,-16.6096404744368
"FBgn0032715:CG17597",1,-11.2144187970452
"FBgn0041719:snRNA:U4:25F",1,-16.6096404744368
"FBgn0053510:CG33510",1,-16.6096404744368
"FBgn0004872:piwi",1,-16.6096404744368
"FBti0019874:transib3{}567",1,-16.6096404744368
"FBgn0031294:IA-2",0.000595123705662704,-1.98226990795461
"FBgn0267282:lncRNA:CR45718",1,-16.6096404744368
"FBgn0032370:CG12307",1,-16.6096404744368
"FBti0060352:INE-1{}2291",1,-16.6096404744368
"FBgn0086683:Spf45",1,-6.99933895378183
"FBgn0031505:ND-B14.5B",0.525522437502943,-4.53453354335327
"FBgn0028901:t-Grip91",1,-16.6096404744368
"FBgn0032260:CG13144",1,-16.6096404744368
"FBgn0028896:CG17329",1,-16.6096404744368
"FBgn0266328:lncRNA:CR44993",1,-16.6096404744368
